rank,CompanyNumber,CompanyName,score,reason_1,contribution_1,value_1,reason_2,contribution_2,value_2,reason_3,contribution_3,value_3
66,16386849,ALINAPARKERRVLT LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
67,16389882,THL GLOBAL INNOVATIONS LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
68,16391165,DADI ANALYTICS LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
69,16386990,GC & C GROUP LIMITED,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
70,SC845100,NEXDUNE LIMITED,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
71,16385080,DIGITALS SOLUTIONS LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
72,16388374,PCKEY GLOBAL SOLUTIONS LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
73,16385444,CREATIVE WEB EXPERT LIMITED,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
74,16388839,GPB ANALYSIS LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
75,16390236,SERVPULSE LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
76,16391550,FORRUNNER LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
77,SC845213,IVELOP X LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
78,16386159,CRYPSISCYBERTECH LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
79,16387660,SBUSSHOP LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
80,16391017,BUZZFINCHTECH LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
81,16392346,NODEFLOW AI LIMITED,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
82,16386374,NAZBEE GROUP LIMITED,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
83,16390439,SCALING EDGE AI LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
84,16385366,CVMASTERMIND LIMITED,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
85,16385860,OBLIVIONCORE LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
86,16392147,BLUE FABRIC LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
87,16387792,COINAREA IO LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
88,16387942,ENERGY NETWORK TECHNOLOGY LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
89,16386806,PRIVATE SECURE AI LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
90,16389397,2E CONSULTING LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
91,16390851,PLAYALOPETECH LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
92,16391919,PARTNERS AND COMPANY GROUP LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
93,16384548,SDP DIGITAL LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
94,16392057,SK NEXUS LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
95,16387533,LOUDTECH LIMITED,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
96,16391460,GEWU LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
97,16390539,ORBINEX VAULT LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
98,16392947,ARDOUSCORP LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
99,16391130,RICHARDSON INTELLIGENT SYSTEMS LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
100,16392622,CHICOSA LIMITED,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
