CompanyNumber,prop_has_any,prop_count_total,prop_count_12m,prop_first_date,prop_latest_date,prop_days_since_latest,prop_value_total,prop_value_max,prop_value_count,prop_types,prop_match_method,prop_max_confidence,prop_min_confidence
00112075,1,3,0,2010-03-10,2021-05-07,1881,420000.0,420000.0,1,property_title,company_number,1.0,1.0
00112626,1,6,0,1980-08-04,2014-10-13,4279,,,0,property_title,company_number,1.0,1.0
00112955,1,7,0,2006-09-21,2018-01-23,3081,,,0,property_title,company_number,1.0,1.0
00112990,1,7,2,2001-03-14,2026-03-16,107,,,0,property_title,company_number,1.0,1.0
00113845,1,1,0,2022-03-02,2022-03-02,1582,,,0,property_title,company_number,1.0,1.0
00114650,1,22,0,1997-10-02,2024-07-05,726,,,0,property_title,company_number,1.0,1.0
00115091,1,1,0,2009-06-04,2009-06-04,6236,,,0,property_title,company_number,1.0,1.0
00115131,1,1,0,2017-05-18,2017-05-18,3331,,,0,property_title,company_number,1.0,1.0
00115834,1,6,0,2004-10-06,2020-09-15,2115,,,0,property_title,company_number,1.0,1.0
00116865,1,10,0,2007-04-02,2016-05-20,3694,,,0,property_title,company_number,1.0,1.0
00116952,1,1,0,2023-11-21,2023-11-21,953,,,0,property_title,company_number,1.0,1.0
00117129,1,14,1,1956-06-29,2026-01-12,170,1958000.0,775000.0,4,property_title,company_number,1.0,1.0
00117238,1,1,0,1998-10-20,1998-10-20,10116,,,0,property_title,company_number,1.0,1.0
00117971,1,1,0,2015-01-23,2015-01-23,4177,,,0,property_title,company_number,1.0,1.0
00118112,1,2,0,2015-12-18,2017-02-20,3418,,,0,property_title,company_number,1.0,1.0
00119006,1,1,0,2019-04-26,2019-04-26,2623,,,0,property_title,company_number,1.0,1.0
00119342,1,6,0,2010-12-15,2014-01-03,4562,,,0,property_title,company_number,1.0,1.0
00119569,1,1,0,1989-06-30,1989-06-30,13515,,,0,property_title,company_number,1.0,1.0
00119616,1,4,0,2007-04-20,2022-04-14,1539,,,0,property_title,company_number,1.0,1.0
00120952,1,2,0,2022-03-14,2022-05-11,1512,,,0,property_title,company_number,1.0,1.0
00121700,1,12,0,1998-05-07,2022-08-10,1421,550000.0,550000.0,1,property_title,company_number,1.0,1.0
00122295,1,1,0,2006-04-05,2006-04-05,7392,,,0,property_title,company_number,1.0,1.0
00122306,1,1,0,2021-04-13,2021-04-13,1905,,,0,property_title,company_number,1.0,1.0
00122608,1,1,0,1990-10-16,1990-10-16,13042,,,0,property_title,company_number,1.0,1.0
00123264,1,3,0,2006-01-13,2016-07-18,3635,,,0,property_title,company_number,1.0,1.0
00123458,1,15,3,1991-08-05,2026-01-30,152,,,0,property_title,company_number,1.0,1.0
00124030,1,1,0,2000-06-20,2000-06-20,9507,,,0,property_title,company_number,1.0,1.0
00124201,1,15,0,2010-11-26,2024-08-05,695,1752000.0,1500000.0,2,property_title,company_number,1.0,1.0
00124330,1,1,0,1995-01-17,1995-01-17,11488,,,0,property_title,company_number,1.0,1.0
00124503,1,1,0,2014-11-21,2014-11-21,4240,,,0,property_title,company_number,1.0,1.0
00124723,1,1,0,2005-11-04,2005-11-04,7544,,,0,property_title,company_number,1.0,1.0
00124855,1,2,0,2007-11-23,2013-01-24,4906,325000.0,325000.0,1,property_title,company_number,1.0,1.0
00125575,1,21,0,1974-11-28,2017-02-22,3416,,,0,property_title,company_number,1.0,1.0
00125698,1,4,0,1992-05-28,2023-10-04,1001,450000.0,450000.0,1,property_title,company_number,1.0,1.0
00126186,1,58,0,1968-01-04,2025-05-02,425,3233316.0,1325000.0,8,property_title,company_number,1.0,1.0
00126674,1,2,0,2004-02-16,2014-04-30,4445,,,0,property_title,company_number,1.0,1.0
00127450,1,4,0,1988-08-04,2006-01-11,7476,,,0,property_title,company_number,1.0,1.0
00127699,1,6,0,2017-04-28,2023-06-20,1107,,,0,property_title,company_number,1.0,1.0
00127795,1,2,0,2003-01-30,2003-01-30,8553,,,0,property_title,company_number,1.0,1.0
00128124,1,6,0,1967-05-02,2005-07-05,7666,165000.0,165000.0,1,property_title,company_number,1.0,1.0
00128275,1,5,0,2002-03-15,2017-01-12,3457,490000.0,490000.0,1,property_title,company_number,1.0,1.0
00128371,1,1,0,2016-02-19,2016-02-19,3785,,,0,property_title,company_number,1.0,1.0
00128500,1,1,0,2004-01-27,2004-01-27,8191,400000.0,400000.0,1,property_title,company_number,1.0,1.0
00129755,1,1,0,2017-02-20,2017-02-20,3418,5245000.0,5245000.0,1,property_title,company_number,1.0,1.0
00130013,1,1,0,1989-10-10,1989-10-10,13413,,,0,property_title,company_number,1.0,1.0
00130435,1,3,0,2007-12-19,2022-07-22,1440,,,0,property_title,company_number,1.0,1.0
00131358,1,53,1,1999-07-20,2025-08-18,317,347120.0,197620.0,2,property_title,company_number,1.0,1.0
00132129,1,1,0,2018-05-09,2018-05-09,2975,,,0,property_title,company_number,1.0,1.0
00132250,1,9,0,2001-11-02,2024-09-04,665,510000.0,510000.0,1,property_title,company_number,1.0,1.0
00132872,1,2,0,2001-05-15,2001-07-20,9112,,,0,property_title,company_number,1.0,1.0
00133046,1,1,0,2007-06-14,2007-06-14,6957,,,0,property_title,company_number,1.0,1.0
00133143,1,2,0,1986-02-28,1989-09-07,13446,,,0,property_title,company_number,1.0,1.0
00133481,1,3,0,1999-10-18,2009-05-07,6264,230000.0,230000.0,1,property_title,company_number,1.0,1.0
00133886,1,24,0,2002-05-15,2024-10-23,616,1800000.0,1200000.0,2,property_title,company_number,1.0,1.0
00133893,1,7,0,2000-05-16,2022-12-07,1302,15000.0,15000.0,1,property_title,company_number,1.0,1.0
00134279,1,1,0,2014-01-13,2014-01-13,4552,,,0,property_title,company_number,1.0,1.0
00134549,1,85,0,1978-12-19,2023-10-09,996,822450.0,320000.0,5,property_title,company_number,1.0,1.0
00134606,1,2,0,1998-11-11,1998-11-11,10094,,,0,property_title,company_number,1.0,1.0
00135476,1,1,0,2014-09-01,2014-09-01,4321,,,0,property_title,company_number,1.0,1.0
00135728,1,2,0,1991-11-01,1998-03-30,10320,,,0,property_title,company_number,1.0,1.0
00135767,1,18,0,2002-07-30,2019-08-22,2505,,,0,property_title,company_number,1.0,1.0
00136547,1,3,0,2014-06-20,2024-07-30,701,,,0,property_title,company_number,1.0,1.0
00137114,1,5,0,1965-11-26,1995-06-07,11347,,,0,property_title,company_number,1.0,1.0
00137294,1,1,0,1996-07-31,1996-07-31,10927,,,0,property_title,company_number,1.0,1.0
00137350,1,2,0,2002-06-05,2005-11-22,7526,,,0,property_title,company_number,1.0,1.0
00137407,1,4,2,2015-07-31,2025-09-15,289,385500.0,385500.0,1,property_title,company_number,1.0,1.0
00137552,1,7,0,2015-07-20,2019-05-15,2604,,,0,property_title,company_number,1.0,1.0
00137671,1,2,0,1986-07-11,2009-01-16,6375,,,0,property_title,company_number,1.0,1.0
00138006,1,1,0,2014-03-13,2014-03-13,4493,4680000.0,4680000.0,1,property_title,company_number,1.0,1.0
00138071,1,2,0,1987-09-01,2001-01-19,9294,,,0,property_title,company_number,1.0,1.0
00138256,1,317,0,1972-04-20,2025-04-24,433,41924994.0,7907000.0,27,property_title,company_number,1.0,1.0
00138691,1,7,0,2019-03-06,2020-09-30,2100,,,0,property_title,company_number,1.0,1.0
00139302,1,1,0,2017-07-21,2017-07-21,3267,,,0,property_title,company_number,1.0,1.0
00139599,1,6,0,1990-07-31,2000-12-01,9343,159950.0,159950.0,1,property_title,company_number,1.0,1.0
00139731,1,3,0,1988-12-23,2019-07-23,2535,,,0,property_title,company_number,1.0,1.0
00139866,1,1,0,2018-12-12,2018-12-12,2758,,,0,property_title,company_number,1.0,1.0
00139914,1,2,0,1989-12-07,1993-05-04,12111,,,0,property_title,company_number,1.0,1.0
00140141,1,699,4,1976-05-26,2026-02-25,126,214390421.0,127063464.0,37,property_title,company_number,1.0,1.0
00140166,1,1,0,2009-04-09,2009-04-09,6292,,,0,property_title,company_number,1.0,1.0
00140269,1,4,0,1996-02-16,2011-07-18,5462,150000.0,150000.0,1,property_title,company_number,1.0,1.0
00141130,1,16,1,2006-10-04,2026-02-09,142,195000.0,195000.0,1,property_title,company_number,1.0,1.0
00141748,1,1,0,2018-02-15,2018-02-15,3058,,,0,property_title,company_number,1.0,1.0
00141885,1,3,0,1989-03-07,1994-09-26,11601,,,0,property_title,company_number,1.0,1.0
00142215,1,1,0,2023-09-13,2023-09-13,1022,,,0,property_title,company_number,1.0,1.0
00142655,1,1,0,2002-01-31,2002-01-31,8917,,,0,property_title,company_number,1.0,1.0
00143439,1,1,0,1998-05-29,1998-05-29,10260,,,0,property_title,company_number,1.0,1.0
00143620,1,4,0,2013-04-04,2018-02-21,3052,,,0,property_title,company_number,1.0,1.0
00144119,1,2,0,2013-03-21,2013-03-21,4850,,,0,property_title,company_number,1.0,1.0
00144133,1,4,0,2011-07-20,2011-07-20,5460,,,0,property_title,company_number,1.0,1.0
00144227,1,6,0,2013-03-26,2025-01-13,534,,,0,property_title,company_number,1.0,1.0
00144346,1,4,0,1998-06-30,2021-02-19,1958,139950.0,139950.0,1,property_title,company_number,1.0,1.0
00144973,1,2,0,1994-04-21,1997-03-14,10701,,,0,property_title,company_number,1.0,1.0
00144979,1,1,0,2019-09-18,2019-09-18,2478,,,0,property_title,company_number,1.0,1.0
00145428,1,4,0,2002-05-23,2012-09-24,5028,,,0,property_title,company_number,1.0,1.0
00145472,1,1,0,2017-01-12,2017-01-12,3457,,,0,property_title,company_number,1.0,1.0
00145824,1,2,0,1954-04-08,1978-06-16,17547,,,0,property_title,company_number,1.0,1.0
00145932,1,2,0,2014-02-14,2018-03-26,3019,1148241.0,1148241.0,1,property_title,company_number,1.0,1.0
00146113,1,2,0,2012-03-15,2022-06-29,1463,,,0,property_title,company_number,1.0,1.0
00146383,1,4,0,2006-10-10,2011-06-17,5493,,,0,property_title,company_number,1.0,1.0
00146517,1,1,0,1992-07-27,1992-07-27,12392,,,0,property_title,company_number,1.0,1.0
00147014,1,1,0,2007-04-30,2007-04-30,7002,,,0,property_title,company_number,1.0,1.0
00147207,1,38,1,2009-01-16,2025-09-05,299,353580.0,353580.0,1,property_title,company_number,1.0,1.0
00147366,1,4,0,2018-10-17,2023-05-18,1140,,,0,property_title,company_number,1.0,1.0
00147485,1,1,0,2024-06-05,2024-06-05,756,,,0,property_title,company_number,1.0,1.0
00147556,1,4,0,1993-02-03,2007-11-26,6792,,,0,property_title,company_number,1.0,1.0
00147624,1,5,0,2013-06-03,2020-02-14,2329,,,0,property_title,company_number,1.0,1.0
00148350,1,15,0,1960-11-09,2024-07-09,722,,,0,property_title,company_number,1.0,1.0
00148506,1,1,0,2008-04-21,2008-04-21,6645,,,0,property_title,company_number,1.0,1.0
00148700,1,7,0,1969-06-23,2024-01-17,896,,,0,property_title,company_number,1.0,1.0
00148906,1,79,0,1997-03-20,2018-10-03,2828,3404500.0,370000.0,20,property_title,company_number,1.0,1.0
00149058,1,3,1,2018-01-31,2025-10-10,264,,,0,property_title,company_number,1.0,1.0
00149073,1,1,0,2021-04-30,2021-04-30,1888,,,0,property_title,company_number,1.0,1.0
00149234,1,1,0,1987-05-15,1987-05-15,14292,,,0,property_title,company_number,1.0,1.0
00149834,1,2,0,2013-03-14,2013-07-02,4747,,,0,property_title,company_number,1.0,1.0
00149916,1,1,0,2014-09-17,2014-09-17,4305,,,0,property_title,company_number,1.0,1.0
00149982,1,1,0,2012-07-13,2012-07-13,5101,,,0,property_title,company_number,1.0,1.0
00150832,1,8,0,1993-11-08,2024-10-11,628,208550.0,208550.0,1,property_title,company_number,1.0,1.0
00151276,1,4,0,2008-01-25,2022-05-06,1517,,,0,property_title,company_number,1.0,1.0
00151537,1,6,0,2012-03-07,2025-04-15,442,,,0,property_title,company_number,1.0,1.0
00152024,1,3,0,2011-03-24,2019-02-28,2680,425000.0,215000.0,2,property_title,company_number,1.0,1.0
00152433,1,68,0,1991-09-19,2024-09-17,652,,,0,property_title,company_number,1.0,1.0
00153026,1,5,0,1996-10-25,2020-06-25,2197,480000.0,480000.0,1,property_title,company_number,1.0,1.0
00153227,1,1,0,2016-03-15,2016-03-15,3760,,,0,property_title,company_number,1.0,1.0
00153351,1,1,0,2008-02-04,2008-02-04,6722,,,0,property_title,company_number,1.0,1.0
00153755,1,14,0,1989-10-18,2018-01-29,3075,,,0,property_title,company_number,1.0,1.0
00153786,1,1,0,1977-04-15,1977-04-15,17974,,,0,property_title,company_number,1.0,1.0
00154159,1,4,0,1994-06-02,2020-06-29,2193,,,0,property_title,company_number,1.0,1.0
00154773,1,4,0,1990-01-17,2021-06-10,1847,39600.0,39600.0,1,property_title,company_number,1.0,1.0
00155113,1,1,0,1983-07-26,1983-07-26,15681,,,0,property_title,company_number,1.0,1.0
00155167,1,2,0,2006-02-16,2021-05-11,1877,1000000.0,1000000.0,1,property_title,company_number,1.0,1.0
00155256,1,2,0,1990-08-13,2018-05-04,2980,,,0,property_title,company_number,1.0,1.0
00155302,1,41,1,2021-12-14,2025-08-14,321,15250000.0,3030000.0,12,property_title,company_number,1.0,1.0
00155571,1,4,0,2018-02-26,2018-02-26,3047,900000.0,900000.0,1,property_title,company_number,1.0,1.0
00155621,1,5,0,2002-05-20,2015-06-02,4047,,,0,property_title,company_number,1.0,1.0
00155892,1,342,0,1925-06-17,2006-07-31,7275,,,0,property_title,company_number,1.0,1.0
00156737,1,4,0,2007-04-02,2015-04-13,4097,185000.0,185000.0,1,property_title,company_number,1.0,1.0
00156896,1,1,0,2006-03-31,2006-03-31,7397,,,0,property_title,company_number,1.0,1.0
00156925,1,22,0,2013-02-21,2024-10-04,635,160000.0,160000.0,1,property_title,company_number,1.0,1.0
00157836,1,1,0,2024-10-22,2024-10-22,617,,,0,property_title,company_number,1.0,1.0
00158243,1,12,0,1987-11-16,2011-12-06,5321,962000.0,962000.0,1,property_title,company_number,1.0,1.0
00158479,1,17,0,1977-09-02,2025-01-08,539,225000.0,175000.0,2,property_title,company_number,1.0,1.0
00158672,1,12,0,2003-06-20,2021-04-16,1902,,,0,property_title,company_number,1.0,1.0
00158956,1,2,0,1977-02-28,1998-05-08,10281,,,0,property_title,company_number,1.0,1.0
00159061,1,15,0,1995-09-20,2022-09-01,1399,,,0,property_title,company_number,1.0,1.0
00159189,1,5,0,1992-04-21,2020-01-13,2361,,,0,property_title,company_number,1.0,1.0
00159486,1,3,0,1981-04-21,2009-11-20,6067,,,0,property_title,company_number,1.0,1.0
00159623,1,3,0,2009-10-12,2014-05-09,4436,,,0,property_title,company_number,1.0,1.0
00160251,1,16,0,1989-02-17,2021-04-08,1910,257000.0,150000.0,3,property_title,company_number,1.0,1.0
00160314,1,12,0,2009-09-07,2025-02-19,497,7035000.0,7000000.0,2,property_title,company_number,1.0,1.0
00160996,1,2,0,2020-11-18,2023-05-23,1135,,,0,property_title,company_number,1.0,1.0
00161079,1,6,0,2004-01-12,2021-01-19,1989,,,0,property_title,company_number,1.0,1.0
00161147,1,1,0,2011-02-23,2011-02-23,5607,,,0,property_title,company_number,1.0,1.0
00161642,1,2,0,1998-07-28,2004-05-04,8093,,,0,property_title,company_number,1.0,1.0
00161907,1,1,0,2006-10-12,2006-10-12,7202,,,0,property_title,company_number,1.0,1.0
00162031,1,1,0,2016-12-23,2016-12-23,3477,,,0,property_title,company_number,1.0,1.0
00162114,1,5,0,1989-08-11,2022-05-04,1519,,,0,property_title,company_number,1.0,1.0
00162115,1,1,0,2021-11-18,2021-11-18,1686,,,0,property_title,company_number,1.0,1.0
00162303,1,4,0,1988-02-02,2011-11-24,5333,,,0,property_title,company_number,1.0,1.0
00162480,1,3,0,2014-05-30,2024-02-15,867,,,0,property_title,company_number,1.0,1.0
00162636,1,59,0,1986-03-03,2025-04-23,434,160000.0,160000.0,1,property_title,company_number,1.0,1.0
00162925,1,2,1,2008-08-14,2025-09-23,281,,,0,property_title,company_number,1.0,1.0
00162966,1,1,0,1989-04-03,1989-04-03,13603,,,0,property_title,company_number,1.0,1.0
00162988,1,2,0,2002-06-12,2016-04-07,3737,10000.0,10000.0,1,property_title,company_number,1.0,1.0
00163364,1,3,0,2012-06-25,2017-10-20,3176,2658500.0,2658500.0,1,property_title,company_number,1.0,1.0
00163690,1,1,0,2023-09-08,2023-09-08,1027,,,0,property_title,company_number,1.0,1.0
00163992,1,1,0,2019-05-13,2019-05-13,2606,,,0,property_title,company_number,1.0,1.0
00164640,1,4,0,2011-05-05,2012-08-13,5070,,,0,property_title,company_number,1.0,1.0
00164811,1,6,0,1995-01-11,2012-08-22,5061,12500.0,12500.0,1,property_title,company_number,1.0,1.0
00164945,1,1,0,2000-10-13,2000-10-13,9392,,,0,property_title,company_number,1.0,1.0
00165116,1,11,0,1992-07-09,2024-12-02,576,176000.0,176000.0,1,property_title,company_number,1.0,1.0
00165130,1,13,1,1992-12-15,2025-07-03,363,,,0,property_title,company_number,1.0,1.0
00165287,1,14,0,1978-06-14,1986-06-20,14621,,,0,property_title,company_number,1.0,1.0
00165400,1,2,0,1997-11-28,2003-01-16,8567,212000.0,212000.0,1,property_title,company_number,1.0,1.0
00165864,1,5,0,2011-03-21,2017-09-13,3213,,,0,property_title,company_number,1.0,1.0
00166447,1,5,0,2003-08-29,2024-10-17,622,,,0,property_title,company_number,1.0,1.0
00166478,1,1,0,2008-05-30,2008-05-30,6606,,,0,property_title,company_number,1.0,1.0
00166987,1,1,0,1997-10-15,1997-10-15,10486,,,0,property_title,company_number,1.0,1.0
00167205,1,1,0,2022-05-12,2022-05-12,1511,,,0,property_title,company_number,1.0,1.0
00167236,1,9,0,1983-10-04,2024-09-02,667,,,0,property_title,company_number,1.0,1.0
00167542,1,1,0,2004-06-24,2004-06-24,8042,,,0,property_title,company_number,1.0,1.0
00167591,1,1,0,2010-02-03,2010-02-03,5992,,,0,property_title,company_number,1.0,1.0
00167625,1,1,0,2014-06-04,2014-06-04,4410,,,0,property_title,company_number,1.0,1.0
00169392,1,1,0,2014-02-12,2014-02-12,4522,,,0,property_title,company_number,1.0,1.0
00169536,1,3,0,2023-05-23,2025-04-09,448,,,0,property_title,company_number,1.0,1.0
00169938,1,3,0,1998-01-29,2018-08-22,2870,,,0,property_title,company_number,1.0,1.0
00170008,1,1,0,2019-06-05,2019-06-05,2583,,,0,property_title,company_number,1.0,1.0
00170133,1,12,0,1998-08-17,2023-12-19,925,12545000.0,12400000.0,2,property_title,company_number,1.0,1.0
00170244,1,1,0,2008-07-07,2008-07-07,6568,,,0,property_title,company_number,1.0,1.0
00170432,1,1,0,2021-05-06,2021-05-06,1882,,,0,property_title,company_number,1.0,1.0
00170679,1,243,3,1985-10-31,2025-10-30,244,32423593.0,5750000.0,33,property_title,company_number,1.0,1.0
00171167,1,6,0,1993-03-22,2021-12-01,1673,370000.0,370000.0,1,property_title,company_number,1.0,1.0
00171270,1,4,0,2003-12-05,2021-06-15,1842,,,0,property_title,company_number,1.0,1.0
00171578,1,2,0,1984-08-30,2023-10-11,994,,,0,property_title,company_number,1.0,1.0
00171837,1,5,0,1990-11-07,2022-11-10,1329,1610000.0,1610000.0,1,property_title,company_number,1.0,1.0
00172023,1,4,0,1985-07-15,2010-11-16,5706,,,0,property_title,company_number,1.0,1.0
00172105,1,7,0,1986-04-17,2015-02-13,4156,,,0,property_title,company_number,1.0,1.0
00172132,1,1,0,2007-07-05,2007-07-05,6936,,,0,property_title,company_number,1.0,1.0
00172209,1,9,0,2010-02-23,2022-11-01,1338,,,0,property_title,company_number,1.0,1.0
00173103,1,1,0,2019-01-21,2019-01-21,2718,,,0,property_title,company_number,1.0,1.0
00173768,1,1,0,2009-08-20,2009-08-20,6159,,,0,property_title,company_number,1.0,1.0
00173865,1,4,0,2016-01-14,2024-12-10,568,,,0,property_title,company_number,1.0,1.0
00174706,1,33,0,1987-05-22,2023-07-13,1084,15504610.0,15504610.0,1,property_title,company_number,1.0,1.0
00174855,1,8,0,2008-01-21,2021-03-24,1925,807000.0,807000.0,1,property_title,company_number,1.0,1.0
00175027,1,1,0,2025-03-04,2025-03-04,484,,,0,property_title,company_number,1.0,1.0
00175501,1,3,0,2009-06-03,2022-10-13,1357,,,0,property_title,company_number,1.0,1.0
00175597,1,2,0,2012-05-21,2015-08-05,3983,,,0,property_title,company_number,1.0,1.0
00175810,1,3,0,2010-11-10,2016-03-21,3754,,,0,property_title,company_number,1.0,1.0
00176197,1,4,0,2005-08-19,2005-08-22,7618,,,0,property_title,company_number,1.0,1.0
00176508,1,1,0,2025-04-11,2025-04-11,446,,,0,property_title,company_number,1.0,1.0
00176600,1,3,0,1993-09-14,2022-06-13,1479,,,0,property_title,company_number,1.0,1.0
00176807,1,1,0,2022-10-06,2022-10-06,1364,,,0,property_title,company_number,1.0,1.0
00176992,1,3,0,1978-01-03,2018-10-02,2829,,,0,property_title,company_number,1.0,1.0
00178090,1,2,0,2017-05-16,2017-12-18,3117,80000.0,80000.0,1,property_title,company_number,1.0,1.0
00178226,1,2,0,1966-11-17,2014-05-22,4423,,,0,property_title,company_number,1.0,1.0
00178235,1,2,0,2012-08-10,2019-01-11,2728,,,0,property_title,company_number,1.0,1.0
00178711,1,32,1,1994-03-30,2025-07-15,351,3180000.0,1680000.0,2,property_title,company_number,1.0,1.0
00179506,1,1,0,2025-03-13,2025-03-13,475,,,0,property_title,company_number,1.0,1.0
00180630,1,1,0,2017-03-03,2017-03-03,3407,400000.0,400000.0,1,property_title,company_number,1.0,1.0
00181002,1,7,0,2009-02-13,2024-03-27,826,,,0,property_title,company_number,1.0,1.0
00181286,1,1,0,2010-06-21,2010-06-21,5854,,,0,property_title,company_number,1.0,1.0
00181585,1,1,0,2018-10-01,2018-10-01,2830,,,0,property_title,company_number,1.0,1.0
00182037,1,2,0,2013-04-18,2013-04-18,4822,,,0,property_title,company_number,1.0,1.0
00182382,1,4,0,2017-03-15,2025-01-15,532,4224000.0,4224000.0,1,property_title,company_number,1.0,1.0
00182580,1,2,0,2003-03-10,2009-07-06,6204,,,0,property_title,company_number,1.0,1.0
